Code,Term,Explanation
PE-6.17,agnivaktra-lUtAviShaH,"-,the disorder is characterized by dāhaḥ [burning sensation], atisrāvaḥ [severe bleeding], jvaraḥ [fever], cōṣaḥ [sucking type of pain], kaṇḍūḥ [itching], rōmaharṣaḥ [horripilation], visphōṭaḥ [blisters],poisoning by agnivaktra"
PE-6.18,kAkANDika-lUtAviShaH,"-,the disorder is characterized by pāṇḍudaṁśaḥ [pale colour at bite site], raktadaṁśaḥ [red colour at bite site], ativēdanaḥ [severe pain], tr̥ṭ [thirst], mūrcchāḥ [syncope/attacks of swooning], śvāsaḥ [breathlessness/difficult breathing], hr̥d-rōgaḥ [diseases of heart], hikkā [hiccup], kāsaḥ [cough],poisoning by kākāṇḍika"
PE-6.19,mAlAguNa-lUtAviShaH,"-,the disorder is characterized by raktadaṁśaḥ [bleeding at bite site], dhūmagandhaḥ [smoky smell], ativēdanaḥ [severe pain], bahudhā viśīryēta [decaying of māṁsa], dāhaḥ [burning sensation], mūrcchāḥ [syncope/attacks of swooning], jvaraḥ [fever],poisoning by mālāguṇa"
PE-6.20,lUtAviSha-adhiShThAnajanyarogaH,"-,-,spider poisoning source of spider poisoning"
PE-6.20.1,lAlA-lUtAviShaH,"-,the disorder is characterized by sakaṇḍu kōṭham [urticarial patches associated with itching], sthiraṁ kōṭham [Non shifting urticarial patches], alpamūlaṁ kōṭham [superficial urticarial patches], mandarujaṁ kōṭham [urticarial patches with slight pain],lūtāviṣa -saliva"
PE-6.20.2,nakhAgradaMSa-lUtAviShaH,"-,the disorder is characterized by śōphaḥ [oedema], kaṇḍūḥ [itching], pulālikāḥ [horripilation], dhūmāyanam [smoky/fuming sensation],lūtāviṣa -claws"
PE-6.20.3,daMShTrA-lUtAviShaH,"-,the disorder is characterized by ugradaṁśam [severe form bite], kaṭhinadaṁśam [hard bite site], vivarṇadaṁśam [discoloured bite], sthiradaṁśam [steady, not shifting], maṇḍaladaṁśam [circular sting],lūtāviṣa -sting"
PE-6.20.4,rajo-lUtAviShaH,"-,the disorder is characterized by vipakvāmalapīlupāṇḍuṁ sphōṭam [blisters which resemble yellowish colour of a ripe āmalaka or pīlu fruit],lūtāviṣa -rajas"
PE-6.20.5,purISha-lUtAviShaH,"-,the disorder is characterized by vipakvāmalapīlupāṇḍuṁ sphōṭam [blisters which resemble yellowish colour of a ripe āmalaka or pīlu fruit],lūtāviṣa -excreta"
PE-6.20.6,Sukra-lUtAviShaH,"-,the disorder is characterized by vipakvāmalapīlupāṇḍuṁ sphōṭam [blisters which resemble yellowish colour of a ripe āmalaka or pīlu fruit],lūtāviṣa -sukra"
PE-6.21,Agneya-lUtAviShaH,"-,the disorder is characterized by pakvapīluphalaprakhya [resembling ripe fruit of pīlu (Salvadora persica)],AgnEya type of lūtāviṣa"
PE-6.22,prANahara-lUtAviShaH,"-,the disorder is characterized by raktavarṇa [red colour],fatal lutAvisa-fatal"
PE-6.23,asAdhya-lUtAviShaH,"-,the disorder is characterized by daṁśakōthaḥ [putrifaciton/ necrosis of bite site], kṣatajapravr̥ttiḥ [tendancy of ulcers/ wounds], jvaraḥ [fever], dāhaḥ [burning sensation], atisāraḥ [diarrhoea], tridōṣajāḥ gadāḥ [clinical features of all three dōṣa], vividhākārāḥ piḍakāḥ [papules of various sizes], mahānti maṇḍalāni [big circular patches], mahān śōphaḥ [excessive swelling], mr̥duśōphaḥ [soft oedema], raktaśōphaḥ [reddish swelling], śyāvaśōphaḥ [brownish swelling], calaśōphaḥ [fluctuating swelling], hr̥̄nmōhaḥ [fainting], śvāsaḥ [breathlessness/difficult breathing], hidhmā [hiccup], śirōgrahaḥ [stiffness of head], śvētapiṭikā [whitish papule], pītapiṭikā [yellowish papule], asitapiṭikā [blackish papule], raktapiṭikā [reddish papule/eruptions], śvayathuḥ [swelling], vēpathuḥ [shivering/tremors], vamathuḥ [vomiting], tr̥ṭ [thirst], āndhyam [blindness], vakranāsatā [impairment of nose/ deviation of nose], śyāvauṣṭhatā [brownish lips], śyāvavaktratā [brownish face], śyāvadantatvam [brownish teeth], puṣṭhāvabhaṁjanam [breaking pain in back], grīvāvabhaṁjanam [breaking pain in neck], pakvajambūsavarṇaraktasrāvaḥ [blood resembling ripe jambū fruit],irremediable lūtāviṣa"
PE-6.24,kRucCrasAdhya-lUtAviShaH,"-,the disorder is characterized by śirōduḥkham [headache], kaṇḍūḥ [itching], daṁśē ca vēdanā [pain at the site of bite], viśēṣēṇa ślaiṣmikavātikāḥ gadāḥ [disorders due to aggravated vāyu and kapha],lūtāviṣa difficult to manage"
PE-6.25,lUtAviSha-dinArdha-avasthAviSeShaH,"-,-,lūtāviṣa -according to duration"
PE-6.25.1,lUtAviSha-prathamadina-avasthAviSeShaH,"-,the disorder is characterized by īṣatsakaṇḍū/kiṁcit kaṇḍū [mild itching sensation], pracalaḥ [shifting , indistinctly coloured urticarial patches], avyaktavarṇaḥ [indistinct coloured], kōṭham [wheal like skin eruptions], sūcīvyathavadābhāti [feeling of something pierced by needle], rujā [pain],lūtāviṣa -first day"
PE-6.25.2,lUtAviSha-dvitIyadina-avasthAviSeShaH,"-,the disorder is characterized by antēṣu śūnaḥ/atyunnataḥ antēṣu [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ/madhyē nataḥ [lesion centrally depressed], pravyaktarūpaḥ/vyaktavarṇaḥ [clinical features more manifest on second day], piṭakai ācita iva [covered with papules], kaṇḍūḥ [itching], granthisannibhaḥ [nodular appearance],lūtāviṣa -second day"
PE-6.25.3,lUtAviSha-tRutIyadina-avasthAviSeShaH,"-,the disorder is characterized by dvitīyadinalūtāviṣalakṣaṇadarśanam [clinical features of second day], antēṣu śūnaḥ [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ [lesion centrally depressed], pravyaktarūpaḥ [clinical features more manifest on second day], jvaraḥ [fever], rōmaharṣaḥ [horripilation], raktamaṇḍalaḥ [reddish circular lesions], śarāvarūpaḥ [like an earthen saucer], tōdāḍhyaḥ [various types of pain like pricking sensation etc], rōmakūpēṣu raktasrāvaḥ [bleeding through hair follicles],lūtāviṣa -third day"
PE-6.25.4,lUtAviSha-caturthadina-avasthAviSeShaH,"-,the disorder is characterized by lūtāviṣakōpaḥ [severe features], mahān śvayathuḥ [excessive swelling], tāpaḥ [hotness], śvāsaḥ [breathlessness/difficult breathing], bhramaḥ [giddiness or dizziness],lūtāviṣa -fourth day"
PE-6.25.5,lUtAviSha-pa~jcamadina-avasthAviSeShaH,"-,the disorder is characterized by lūtāviṣaprakōpavikāraḥ [various disorders of aggravated poison are produced],lūtāviṣa -fifth day"
PE-6.25.6,lUtAviSha-ShaShThadina-avasthAviSeShaH,"-,the disorder is characterized by sarvamarmapradēśāvaraṇam/marmavyāpanam [poison widely spreading completely envelopes all the vital regions],lūtāviṣa -sixth day"
PE-6.25.7,lUtAviSha-saptamadina-avasthAviSeShaH,"-,the disorder is characterized by vyāpādanam/ hanti jīvitam [death],lūtāviṣa -seventh day"
Q,AhAravaiShamyam,"-,-,unsalutary-diet disorders"
SQ80 (Q-1),hInamAtrAhAraH,"-,It is characterised by altered appetite, weakness, emaciation, lack of concentration. This may be explained by: (a) Vitiation of Vata, leading to decreased body strength.,Inadequate diet disorders (TM2)"
Q-2 (SQ2Y),atimAtrAhAraH/AhArAtiyogaH,"-,-,Disordered dieting-excess quantity (TM2) ⇒"
Q-3 (SQ2Y),viruddhAnnaBojanam/viruddhAhAraH,"-,-,Disordered dieting-incompatibility (TM2) ⇒"
Q-4 (SQ2Y),jA~ggalamAMsAtyupayogaH,"-,-,Disordered dieting-overeating arid land animal meat (TM2) ⇒"
Q-5,ekaSePakShIrapAnam,"-,the disorder is characterized by bāḍham uṣṇam [extreme hot], jaḍatākaram [dullness/ frigidity/inactiveness], laghu [light in nature], śākhāvātaharam [relives vāta in śākha], sāmlalavaṇam [salty and sour],disordered dieting-unpaired hoof animal milk"
Q-6 (SQ2Y),uShNavIrya-dravyAtiyogaH/Agneya-dravyAtiyogaH,"-,-,Disordered dieting-overeating hot potency diet (TM2) ⇒"
Q-7 (SQ2Y),navaguDa-atyupayogaH,"-,-,Disordered dieting-overeating fresh jaggery (TM2) ⇒"
Q-8 (SQ2Y),SAlidhAnya-atiyogaH,"-,-,Disordered dieting-over eating rice (TM2) ⇒"
Q-9 (SQ2Y),tailasevana-atiyogaH,"-,-,Disordered dieting-over intake of oil (TM2) ⇒"
Q-10,madyapAnAtiyogaH,"-,-,disordered dieting-overdrinking of wine"
Q-11 (SQ2Y),dadhi-mithyopayogaH,"-,-,Disordered dieting-untimely curd eating (TM2) ⇒"
Q-12 (SQ2Y),rasAtiyogaH,"-,-,Disordered dieting-over consumption of solitary taste (TM2) ⇒"
Q-12.1,madhurarasAtiyogaH,"-,the disorder is characterized by sthaulyam [obesity], mārdavam [moistness/ softness of skin], ālasyam [lethargy], atisvapnam/atinidrā [excessive sleep], gauravam/gurutā [heaviness], anannābhilāṣā/aśraddhā [disinclination for food], agnidaurbalyam/agnisādaḥ [diminution of agni], āsyē māṁsābhivr̥ddhiḥ [fleshy growth in mouth/ face], kaṇṭhē māṁsābhivr̥ddhiḥ [fleshy growth in throat region], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pratiśyāyaḥ [cold, catarrh], alasakaḥ [clinical features of alasaka], śītajvaraḥ [fever with chills], ānāhaḥ [barborygmus with distention], āsyamādhuryaḥ/vadanamādhuryaḥ [sweetness in mouth], vamathuḥ/chardiḥ [vomiting], saṁjñāpraṇāśaḥ/visaṁjñatā [loss of conciousness], svarapraṇāśaḥ/svarōpaghātaḥ [loss of voice], galagaṇḍaḥ [glandular swelling in jaw, neck and throat region / goitre], gaṇḍamālā [series of nodules in neck region], ślīpadaḥ [elephantiasis], galaśōphaḥ [swelling in throat], basti-upalēpaḥ [feeling of coating in basti/urinary bladder], guda-upalēpaḥ [feeling of coating in anal region], dhamanī-upalēpaḥ [coating of blood vessels], gala-upalēpaḥ [mucus coating], akṣi-āmayaḥ/lōcana-gadaḥ [eye diseases], abhiṣyandaḥ [inflammation of eyes], kr̥miḥ [worms], arbudaḥ [tumor], pramēhaḥ/mēhaḥ [excessive urination], galarōgaḥ [diseases of throat], udardaḥ [circular elevated patches on body/urticaria], mūrdharuk [headache], pīnasaḥ [cold, catarrh], jvaraḥ [fever], udararōgaḥ [diseases of abdomen/ clinical features of udara], ṣṭhīvanam [Spitting/excess expectoration], sannyāsaḥ [complete exhaustion],disordered dieting-over consumption of sweat taste"
Q-12.2,amlarasAtiyogaH,"-,the disorder is characterized by dantaharṣaḥ [tenderness or intolerance to be touched in teeth/ dental hyperasthesia], akṣisammīlanam [shutting of eyes], lōmasaṁvējanam [blistering], kaphavilāpanam/kaphavilayanam [melting of kapha/ mucous], pittavardhanam [increases pitta], raktaduṣṭiḥ [vitiation of rakta], māṁsavidāhaḥ [burning sensation in māṁsa/ inflammation in māṁsa], kāyaśaithilyam/tanuśaithilyam [laxity of body], kṣīṇānāṁ śvayathum āpādayati [swelling in thin/ emaciated], kṣatānāṁ śvayathum āpādayati [swelling in wounded/ exhausted], kr̥śānāṁ śvayathum āpādayati [swelling in thin], durbalānāṁ śvayathum āpādayati [swelling in weak], kṣataṁ pācayati [suppuration in wound], abhihataṁ pācayati [suppuration in beaten wounds], daṣṭaṁ pācayati [suppuration in bitten wounds], dagdhaṁ pācayati [suppuration in burnt wounds], bhagnaṁ pācayati [suppuration in fracture wounds], śūnaṁ pācayati [suppuration of oedema], pracyutaṁ pācayati [suppuration of lesion contaminated with excreta of poisonous animals], avamūtritaṁ pācayati [suppuration of lesions contaminated with urine of poisonous animals], parisarpitaṁ pācayati [suppuration of lesion contaminated with poisonus animals], marditaṁ pācayati [suppuration of bruises, crush injuries], chinnaṁ pācayati [suppuration of cuts, open wounds], bhinnaṁ pācayati [suppuration of pierced wounds], viśliṣṭaṁ pācayati [suppuration of dislocated lesions], udviddhaṁ pācayati [suppuration of elevated wounds], utpiṣṭaṁ pācayati [suppuration of crushed wounds], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], uraḥ-paridāhaḥ [burning sensation in chest], hr̥daya-paridāhaḥ [burning sensation in cardiac region], kaṇḍūḥ [itching], pāṇḍutā [pallor], dr̥gvighātaḥ [impaired vision], kṣatavihatavisarpaḥ [spreading of wounds], raktapitaḥ [bleeding tendancy], pipāsā/tr̥ṭ [thirst], kr̥śānāṁ śvayathuḥ [oedema in emaciated], bhramaḥ [giddiness or dizziness], timiraḥ [errors of refraction/partial blindness], śōphaḥ [oedema], visphōṭaḥ [blisters], jvaraḥ [fever],disordered dieting-over consumption of sour taste"
Q-12.3,lavaNarasAtiyogaH,"-,the disorder is characterized by pittakōpanam [vitiation of pitta], raktavardhanam [increase in rakta (quantitative- increase in volume)], tr̥ṣā/tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], tāpaḥ/upatāpaḥ [hotness/ pyrexia], dāraṇam [cracking/ fissuring of skin], māṁsāni kuṣṇāti [suppuration of māṁsa], kuṣṭhapragālanam/kuṣṭhajananam [suppuration of skin diseases/ appearance of skin lesions], viṣavardhanam/viṣavr̥ddhiḥ [augmentation of effect of viṣa], śōphasphōṭanam [rupturing of swellings], dantacyāvanam [loosening of teeth, teethfall], puṁstvōpahananam/puṁstvōpaghātaḥ [impotence/loss of sexual vigor], indriyōparōdhaḥ [obstruction in the functioning of sense organs], valiḥ [wrinkles], palitaḥ [greying of hairs], khālityam/khalatiḥ [hair fall/ baldness], lōhitapittam/raktapittaḥ/asrapittam [signs of raktapitta], amlapittaḥ [amlapitta (hyperacidity)], visarpaḥ [spreading cellulitis/erysipelas], vātaraktaḥ/vātaśōṇitaḥ/asrapavanam [vātarakta], vicarcikā [vicharchika], indraluptaḥ [indralupta], gātrakaṇḍū [itching], kōṭhaḥ [wheal like skin eruptions], śōphaḥ/śvayathuḥ [odema], vaivarṇyam [discolouration], mukhapākaḥ [stomatitis], akṣipākaḥ [inflammation of eyes], amlikā [sour belching/eructation], kiṭibhaḥ [clinical features of kiṭibha], ākṣēparōdhaḥ [convulsions], kṣatavr̥ddhiḥ [agumentation of wounds], madavr̥ddhiḥ [augumentation of insanity], balakṣapaṇam [loss of physical strength or weakness], ōjaḥkṣapaṇam [diminution of ojas],disordered dieting-over consumption of salty taste"
Q-12.4,kaTurasAtiyogaH,"-,the disorder is characterized by puṁstvōpahananam [impotence/loss of sexual vigor], mōhaḥ [confusion/delirium], glapanam [fatigue in mind and body], sādaḥ/dēhasādaḥ [exhaustion or tirednes of body], kr̥śatā/atikarṣaṇam [emaciation], mūrcchā [syncope/attacks of swooning], namanam [bending of the body], tamaḥ [blackouts], bhramaḥ [giddiness or dizziness], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], śarīratāpaḥ [burning sensation in body], balakṣayaḥ/balavighātaḥ/balaśōṣaḥ [loss of physical strength or weakness], tr̥ṣṇā [thirst], davathuḥ/davaḥ [burning sensation of eyes], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], madaḥ [intoxication], galaśōṣaḥ [dryness in throat], tāluśōṣaḥ [dryness of palate], ōṣṭhaśōṣaḥ [dryness in lips], dāhaḥ [burnings sensation], santāpaḥ [burning sensation], kampaḥ [tremors], śukraśōṣaḥ [diminution of semen], saṁkōcaḥ/ākuṁcanam [contraction of body parts], kaṭivyathā [low backpain], karayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in hands/ pain due to increased vāta], caraṇayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in legs/ pain due to increased vāta], bhujayōḥ mārutavikārōpajananam [vāta diseases of arms], pārśvayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases of sides of chest/ flanks], pr̥ṣṭhē mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam / pr̥ṣṭhavyathā [vāta diseases of back/ severe back pain],disordered dieting-over consumption of pungent taste"
Q-12.5,tiktarasAtiyogaH,"-,the disorder is characterized by dhātukṣayaḥ [diminution of dhatu/ emaciation], rasam ucchōṣayati [drying up of rasadhatu], rudhiram ucchōṣayati [drying up of raktadhatu], māṁsam ucchōṣayati [drying up of mamsadhatu], mēdasam ucchōṣayati [drying up of mēdadhatu], asthim ucchōṣayati [drying up of asthi dhatu], majjānam ucchōṣayati [drying up of majja dhatu], śukram ucchōṣayati [drying up of śukra dhatu], srōtasāṁ kharatvam [rough/ hardness in srōtasa/ channels], balakṣayaḥ [loss of physical strength or weakness], kr̥śatā [emaciation], glapanam/glāniḥ [fatigue in mind and body], mōhaḥ [confusion/delirium], bhramaḥ [giddiness or dizziness], vadanōpaśōṣaḥ [dryness in mouth], vātavikārōpajananam/vātarōgaḥ [diseases of vāta], gātrastambhaḥ [stiffness of body parts], manyāstambhaḥ [torticollis/stiffness of neck], ākṣēpakaḥ [convulsion], arditaḥ [facial paralysis], śiraḥśūlam [headache], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], chēdaḥ [cutting type of pain], āsyavairasyaḥ [distaste of mouth], mūrcchā [syncope/attacks of swooning], paruṣatvam [roughness in body],disordered dieting-over consumption of bitter taste"
Q-12.6,kaShAyarasAtiyogaH,"-,the disorder is characterized by āsyaśōṣaḥ [dryness in mouth], hr̥dayapīḍanam [pain in the pericordial region/ angina pectoris], udarādhmāpanam/udarādhmānam/ādhmānam [abdominal distention], vācaṁ nigr̥hṇāti/vākyagrahaḥ [chocked voice], srōtāṁsi avabadhnāti/srōtōbandham/srōtōrōdhaḥ [obstruction to flow of srōtas], śyāvatvam [brownish discolouration], puṁstvam upahanti / pauruṣabhraṁśaḥ [impotence/loss of sexual vigor], viṣṭabhya jarāṁ gacchati [early aging], vātam avagr̥hṇāti / vātasaṅgaḥ [obstuction to flow of vāyu], mūtram avagr̥hṇāti / mūtrasaṅgaḥ [urinary retention], purīṣam avagr̥hṇāti / viṭsaṅgaḥ [constipation], rētāṁsi avagr̥hṇāti [obstruction to flow of semen], karśayati/kārśyam [emaciation], glapayati [fatigue in mind and body], tarṣayati/tr̥ṣṇā/tr̥ṭ [thirst], stambhayati/stambhaḥ [stiffness], pakṣavadhaḥ/pakṣāghātaḥ [hemiplegia/ hemiparesis], grahaḥ [rigidity], apatānakaḥ [spasmodic contractions /convulsions of body], arditaḥ [facial paralysis], hr̥tpīḍā/hr̥druk [precordial pain/cardiac pain], manyāstambhaḥ [torticollis/stiffness of neck], gātrasphuraṇam [flickering/ twitching in various parts of body], cumucumāyanam [skin irritation as if application of mustard paste], ākuñcanam [contractions], ākṣēpaṇam / ākṣēpakaḥ [convulsion], śukrōparōdham [obstruction to flow of semen], viṣṭambhaḥ [constipation/fullness in the abdomen], malagrahaḥ [constipation],disordered dieting-over consumption of astrngent taste"
R (SQ8Y),vihAravaiShamyam,"-,-,Lifestyle disorders (TM2) ⇒"
RA,nidrA-vaiShamyam,"-,-,sleep"
SQ24 (RA-1),nidrAnASaH/asvapnaH,"-,It is characterised by loss of sleep, heaviness of head, body pain. This may be explained by: (a) It is caused due to increased vata.,Insomnia disorder (TM2)"
RA-2 (SQ2Y),akAlaSayanam,"-,-,Untimely sleeping disorder (TM2) ⇒"
RA-3,divAsvapnaH,"-,-,day sleeping"
RA-4 (SQ2Y),divAsvapna-upadravaH,"-,-,Complications of daysleep disorder (TM2) ⇒"
RB (SQ8Y),RutucaryA-vaiShamyam,"-,-,Disorder due to unsalutary seasonal regime (TM2) ⇒"
RB-1 (SQ8Y),Rutu-apacAraH,"-,-,Incompatible seasonal regimen disorder (TM2) ⇒"
RC,snAna-vaiShamyam,"-,-,diseases due to improper Bath"
RC-1,uShNajala-SiraHsnAnaH,"-,the disorder is characterized by kēśa-balahr̥t [loss of hair strength], cakṣuḥ-balahr̥t [loss of eye strength],hot-water head bath"
RD,vegAvarodhaH,"-,-,diseases due to suppressing natural urges"
SS2E (RD-1),adhovAta-vegAvarodhaH,"-,It is characterised by retention of faeces, obstruction, retention in passage of urine, retention of flatus, abdominal distension, pain, exhaustion without exertion, diseases of abdomen, colicky pain in the abdomen, feeling of obstruction in the precordial region, impairment of cardiac activity, headache, increased respiration, dysponea, hiccup, cough, cold, catarrh, choking sensation in throat, diminution in quantity of stools, loss of digestive power. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of flatus pattern (TM2)"
SS28 (RD-2),aSruvegarodhaH/bAShpavegarodhaH,"-,It is characterized by pain in the chest, sinusitis, eye diseases, and wounds in the head, cold, catarrh, diseases of eyes, heart diseases, tastelessness, giddiness or dizziness, heaviness of head, headache, cold, catarrh, torticollis, stiffness of neck and palpable glandular enlargement in abdomen, abdominal lump. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of tears pattern (TM2)"
SS29 (RD-3),CardivegarodhaH,"-,It is characterized by the induration of the skin, itching, anaemia, eye problems, wheezing, fever, and cough, itching, wheal like skin eruptions, tastelessness, blackish circular patches on face, oedema, fever, skin disease, nausea, spreading cellulitis, erysipelas, diseases of eyes, itching, cough, and breathlessness, difficult breathing. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of vomiting pattern (TM2)"
RD-4,hikkAvegarodhaH,"-,-,suppressing hiccough"
SS21 (RD-5),jRumBA-vegAvarodhaH,"-,It is characterized by the tiredness of the face, exertion, indigestion while proper food intake, stupor, heaviness of head, eyes, pain all over the body. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of yawning pattern (TM2)"
SS27 (RD-6),kShavathuvegarodhaH,"-,It is characterized by headache, facial deviation, pain in the hip joints, and feels as though tottering five sense organs and motor functions, torticollis, stiffness of neck, headache, facial paralysis, hemicranial headache, impairment of sense organs, diseases of head, diseases of eyes, diseases of nose, diseases of ear, feeling of fullness in throat, feeling of fullness in mouth and severe pricking pain in throat. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of sneeze pattern (TM2)"
SS25 (RD-7),mUtra-vegarodhaH/mUtragraha,"-,It is characterized by pain in urinary bladder, penile pain, dysuria, severe headache, flexion, bending of body, distention in groins, drop by drop urination, severe pain in anus, pain in groins and severe pain in scrotum. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of micturition pattern (TM2)"
SS26 (RD-8),nidrAvegarodhaH,"-,It is characterized by the heaviness of the head, redness of eyes, temporary hearing loss, and blathering, yawning, generalised bodyache, drowsiness, lassitude, diseases of head, heaviness of eyes, rigidity, stiffness of the body, heaviness of head, confusion, delirium and lethargy. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of sleep pattern (TM2)"
SS2A (RD-9),purIShavegarodhaH/purISha-grahaH,"-,It is characterized by the feculent vomiting, respiratory illness, knee joint pain, headache, flatulence, and weakness, pain in rectum, headache, suppression of flatus, suppression of faeces, calf claudication, cramp in the calf muscles, abdominal distension, gurgling sound of the intestines, barborygmus, colicky pain in the abdomen, cutting type of pain in anus, obstruction, retention to the passage of faeces. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of stool pattern (TM2)"
SS2B (RD-10),SramaSvAsa-vegAvarodhaH,"-,It is characterized by occurrence of diseases of heart, loss of consciousness. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Supression of exertional hyperpnea pattern (TM2)"
SS23 (RD-11),SukravegarodhaH,"-,It is characterized by fever, anuria, knee joint pain, chest pain, and pain present over one-sided upper and lower extremities, penile pain, pain in scrotum, generalised bodyache, precordial pain, cardiac pain, obstruction, retention in passage of urine, oliguria, swelling in the bladder, swelling in anus, swelling in the scrotum, pain in bladder and pain in anus. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of semen pattern (TM2)"
SS2D (RD-12),tRuShNAvegarodhaH,"-,It is characterized by dryness in the throat, dryness in mouth, deafness, hearing impairment, exhaustion, fatigue, exhaustion or tiredness of body, precordial pain, cardiac pain, dryness, wasting, emaciation, unconsciousness, confusion, giddiness or dizziness, diseases of heart. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of thirst pattern (TM2)"
RD-13,udgAragrahaH,"-,the disorder is characterized by hikkā/hidhmā [hiccup], śvāsaḥ [breathlessness/difficult breathing], aruciḥ [tastelessness], kampaḥ [tremors], hr̥dayasya vibandhaḥ [choking sensation of heart], urasaḥ vibandhaḥ [chocking sensation in chest], ādhmānam [abdominal distension], kāsaḥ [cough], vātavikārāḥ [diseases of vāta],suppressing belch"
SS2C (RD-14),kShud-vegarodhaH,"-,It is characterized by emaciation, weakness, discolouration, generalised bodyache, tastelessness, giddiness or dizziness, drowsiness, lassitude, diminished vision, breaking type of pain in the body, fatigue in mind and body, pain. This may be explained by derangement of vatadosha and consequently perturbing pitta, kaphadosha resulting in local and systemic effects.,Suppression of hunger pattern (TM2)"
RE,vyavAya-vaiShamyam/maithunApacAraH,"-,-,diseases due to unsalutary sexual practice"
RE-1 (SN3Y),vyavAyamithyAyogaH/mithyAvyavAya,"-,-,Improper sexual activity disorder (TM2) ⇒"
RE-2 (SN3Y),vyavAyAtiyogaH,"-,-,Over sexual activity disorder (TM2) ⇒"
RF (SQ8Y),vyAyAma-vaiShamyam,"-,-,Disorder due to unsalutary exercise (TM2) ⇒"
RF-1 (SQ8Y),ativyAyAmaH/vyAyAmAtiyogaH,"-,-,Over physical exercise disorder (TM2) ⇒"
RF-2 (SQ8Y),avyAyAmaH,"-,-,Lack of physical exercise disorder (TM2) ⇒"
S,cikitsApacAraH,"-,-,iatrogenic disorders"
SA,snehana-apacAraH,"-,-,disordered oleation therapy disorders"
SA-1,snehana-ayogaH,"-,the disorder is characterized by grathitaṁ purīṣam [hard compact stools], rūkṣaṁ purīṣam [dry stools], apraguṇaḥ vāyuḥ/ vāyu [perplexed vāyu], mr̥duḥ paktā [weak agni (digestive power)], gātrasya kharatvam [harsh/ sharpness in body parts], gātrasya raukṣyam [dryness in body parts],signs and symptoms of inadequate oleation"
SA-2,snehana-atiyogaH,"-,the disorder is characterized by pāṇḍutā [pallor], gauravam [heaviness], jāḍyam [dullness/ frigidity/inactiveness], purīṣasya avipakvatā [unformed stools], tandrā [drowsiness/lassitude], aruciḥ [tastelessness], utklēśaḥ [nausea/provocation of dōṣa], bhaktadvēṣaḥ [aversion to food], mukhasrāvaḥ/vaktrasravaḥ [salivation], gudadāhaḥ [burning sensation in anus], pravāhikā [dysentery], purīṣa-atipravr̥ttiḥ [excessive elimination of faeces], pāṇḍvāmayaḥ [clinical features of pāṇḍu], aṅgasadanam [exhaustion or tirednes to body / inability to perform physical activities], ghrāṇasravaḥ [nasal discharge], gudasravaḥ [anal discharge], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], tr̥ṣṇā [thirst], śuṣkōdgāraḥ [dry eructation], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough],signs and symptoms of over oleation"
