Code,Term,Explanation
UMI-1412,Halaq,"The  part  of  the  gastro  intestinal  tract,  situated  behind  the  nose,  the  mouth  and  the larynx. Inferiorly, it is continuous with  the  oesophagus.    Its  possible  English  equivalent is pharynx."
UMI-1413,Lahat,A conical projection situated in the middle  of  inferior  border  of  soft  palate.    Its  possible English equivalent is uvula.
UMI-1414,Hanak,It makes the roof of the oral cavity. It is of  two types; hard palate and soft palate.  Its  possible English equivalent is palate.
UMI-1415,Hanak Sulb,The  bony  hard  part  of  the  palate.    Its  possible English equivalent is hard palate.
UMI-1416,Hanak Layyin,"A  movable  part,  forming  an  incomplete  wall  between  the  oral  cavity  and  the  pharynx. Its possible English equivalent is  soft palate."
UMI-1417,Lawzatayn,Two almond shaped structures situated in  the  oral  part  of  the  pharynx.  Its  possible  English equivalent is tonsils.
UMI-1418,Ghudruf Darqi,The  largest  cartilages  of  larynx.  Its  possible  English  equivalent  is  thyroid  cartilage.
UMI-1419,Ghudruf Halaqi,The  cartilage  which  forms  the  inferior  wall of larynx lies below the lower border  of  thyroid  cartilage.  Its  possible  English  equivalent is cricoid cartilage.
UMI-1420,Ghudruf Mukibbi,A  leaf  like  cartilage  of  the  larynx.  Its  possible  English  equivalent  is  epiglottic  cartilage.
UMI-1421,Ghudruf Tarjahali,The  cartilage  of  the  larynx  is  located  at  the  postero  superior  border  of  the  cricoid  cartilage.  Its  possible  English  equivalent  is arytenoid cartilage.
UMI-1422,Ghudruf Qarin  Hanjari,A  soft  triangular  paired  hyaline  cartilage  of  larynx  located  at  the  apex  of  each  arytenoid  cartilage.  Its  possible  English  equivalent is corniculate cartilage.
UMI-1424,Ghadarif-i-Anf,The cartilages which form the framework  of  the  nose.  Its  possible  English  equivalent is nasal cartilages.
UMI-1425,Ghudad Lu‘abiyya,"The  three  pairs  of  glands,  which  secrete  the  saliva.  Its  possible  English  equivalent  is salivary glands."
UMI-1426,Ghudda Asl al- Udhun,The  largest  salivary  gland.  The  duct  arising  from  it  opens  opposite  the  crown  of  the  second  molar  teeth.  Its  possible  English equivalent is parotid gland.
UMI-1427,Ghudda Taht al- Fakk,One  of  the  three  pairs  of  the  glands  secreting the saliva and known as salivary  glands.  The  duct  arising  from  this  gland  opens  on  the  floor  of  the  mouth.  Its  possible  English  equivalent  is  submandibular salivary gland.
UMI-1428,Ghudda Taht al- Lisan,"The smallest of the three glands, secreting  the saliva. It lies below the mucosa of the  floor  of  the  mouth.  Its  possible  English  equivalent is sublingual salivary gland."
UMI-1429,Shafa,The fleshy part which forms the boundary  of  mouth.  Its  possible  English  equivalent  is lip.
UMI-1430,Jawf-i-Fam,"The  opening  of  oval  cavity  within  the  cheeks,  containing  the  tongue,  taste  buds  and  teeth  which  communicate  with  the  pharynx. Its possible English equivalent is  mouth cavity."
UMI-1431,Sinn,The  bony  projections  in  jaws  serving  as  organs of mastication. Its possible English  equivalent is tooth.
UMI-1432,Asnan,The plural of Sinn.
UMI-1433,Dant,Same as Sinn.
UMI-1434,Litha,The  firm  areas  made  up  of  connective  tissue  which  surrounds  the  necks  of  the  teeth  and  cover  the  alveolar  processes  of  the  maxilla  and  mandible.  Its  possible  English equivalent is gums.
UMI-1435,Bal,Same as Sha‘r.
UMI-1436,Hufrat Jumjumiyya,Cranial fossae
UMI-1438,Hufra Jumjumiyya  Mutawassita,Middle cranial fossa
UMI-1439,Hufra Jumjumiyya  Mu’akhkhara,Posterior cranial fossa
UMI-1440,Hanjara,Larynx
UMI-1441,Qasaba al-Ri’a,Trachea
UMI-1442,Shu‘ba al-Ri’a,Bronchi
UMI-1443,Ghisha’ al-Ri’a,Pleura
UMI-1444,Ri’a,A  respiratory  organ  situated  in  the  thoracic  cavity.  Its  possible  English  equivalent is lung.
UMI-1445,Ri’atayn,A  term  used  for  both  the  lungs.    Its  possible English equivalent is lungs.
UMI-1446,Hijab Munassif al- Sadr,Mediastinum
UMI-1447,Ghilaf al-Qalb,A double membranous sac which encloses  the  heart.  Its  possible  English  equivalent  is pericardium.
UMI-1448,Dil,Same as Qalb.
UMI-1449,Dayan Udhun,The  right  upper  chamber  of  the  heart.  Its  possible  English  equivalent  is  right  atrium.
UMI-1450,Bayan Udhun,The  left  upper  chamber  of  the  heart.  Its  possible English equivalent is left atrium.
UMI-1451,Dayan Batn,The  right  lower  chamber  of  the  heart.  Its  possible  English  equivalent  is  right  ventricle.
UMI-1452,Bayan Batn,The  left  lower  chamber  of  the  heart.  Its  possible  English  equivalent  is  left  ventricle.
UMI-1453,Awrita,The  largest  artery  which  arises  from  the  left  ventricle  of  the  heart.  Its  possible  English equivalent is aorta.
UMI-1454,Awrita Sa‘id,Part  of  aorta  which  begins  at  the  base  of  ventricle.  Its  possible  English  equivalent  is ascending aorta.
UMI-1455,Shiryan Iklili,Artery  which  supplies  oxygenated  blood  to the heart. It has two branches; right and  left.  Its  possible  English  equivalent  is  coronary artery.
UMI-1456,Shiryan Iklili  Ayman,"Smaller branch, supplies blood in the right  atrium  and  ventricle.  Its  possible  English  equivalent is right coronary artery."
UMI-1458,Qaws-i-Awrita,A  continuation  of  the  ascending  aorta.  It  has  three  main  branches.  Its  possible  English equivalent is arch of aorta.
UMI-1459,Shiryan La Isma  Lahu,"The  branch  of  arch  of  aorta  which  arises  from the convex surface of aortic arch. It  supplies  blood  to  upper  limb,  head  and  neck.  Its  possible  English  equivalent  is  innominate artery."
UMI-1460,Shiryan ‘Adudi  Qifali,Same  as  Shiryan  La  Isma  Lahu.  Its  possible  English  equivalent  is  brachio  cephalic artery.
UMI-1461,Shiryan Subati  Mushtarak Aysar,The  branch  of  aortic  arch  which  arises  from the convex surface on the left side of  innominate  artery.    It  supplies  blood  to  head  and  neck.  Its  possible  English  equivalent is left common carotid artery.
UMI-1462,Shiryan Taht al- Tarquwa Aysar,The  branch  of  aortic  arch  which  arises  behind the left common carotid artery.  It  supplies  blood  mainly  to  upper  limb.  Its  possible  English  equivalent  is  left  subclavian artery.
UMI-1463,Shiryan Subati  Ayman,A branch of innominate artery.  It supplies  blood  to  head  and  neck.  Its  possible  English  equivalent  is  right  common  carotid artery.
UMI-1464,Awrita Nazil,It  begins  as  a  continuation  of  aortic  arch.  It  has  two  parts;  thoracic  and  abdominal.  Its  possible  English  equivalent  is  descending aorta.
UMI-1465,Awrita Nazil Sadri,A  part  of  aorta  that  lies  in  the  thorax.  Its  possible English equivalent is descending  thoracic aorta.
UMI-1466,Sharayin Bayn al- Adla‘ Mu’akhkhara,The  arteries  which  supply  blood  to  lower  nine  intercostal  spaces.  Its  possible  English equivalent is posterior intercostal  arteries.
UMI-1467,Shiryan-i-Mari,The  artey  which  supplies  blood  to  the  oesophagus.  These  are  four  in  numbers.  Its  possible  English  equivalent  is  oesophageal arteries.
UMI-1468,Sharayin  Shu‘abiyya,"The  arteries  which  supply  blood  to  bronchus, brochioles and lungs. These are  three  in  numbers.    Its  possible  English  equivalent is bronchial arteries."
UMI-1469,Sharayin Ghilaf al- Qalb,The  arteries  which  supply  blood  to  pericardium.  Its  possible  English  equivalent is pericardial arteries.
UMI-1471,Sharayin Hijabiyya,The  arteries  which  supply  blood  to  the  diaphragm  and  pericardium.  Its  possible  English  equivalent  is  diaphragmatic  arteries.
UMI-1472,Awrita Batni,A  part  of  descending  aorta  which  begins  at  the  level  of  lower  border  of  twelfth  thoracic  vertebra.  Its  possible  English  equivalent is abdominal aorta.
UMI-1473,Shiryan Hijabi,The artery which supplies the diaphragm.  Its  possible  English  equivalent  is  phrenic  artery.
UMI-1474,Shiryan Thulathi  Batni,"The  artery  which  supplies  blood  to  stomach,  lower  part  of  oesophagus,  first  half  of  duedenum,  liver,  spleen  and  pancreas.  Its  possible  English  equivalent  is coeliac artery."
UMI-1475,Shiryan Mi‘di Aysar,The smallest branch of celiac artery which  spreads  in  the  stomach.  Its  possible  English equivalent is left gastric artery.
UMI-1476,Shiryan Kabidi,A branch of celiac artery which spreads in  the liver. Its possible English equivalent is  hepatic artery.
UMI-1477,Shiryan al-Marara,The  artery  which  arises  from  the  right  branch  of  hepatic  artery  and  goes  to  the  gall  bladder.  Its  possible  English  equivalent is cystic artery.
UMI-1478,Shiryan al-Surra,The  artery  which  carries  deoxygenated  blood  from  the  foetus  upto  the  placenta.  Its  possible  English  equivalent  is  umbilical artery.
UMI-1479,Shiryan Tihali,A  branch  of  celiac  artery  which  spreads  out  in  the  spleen.  Its  possible  English  equivalent is splenic artery.
UMI-1480,Shiryan Masariqi  A‘la,"A  branch  of  abdominal  aorta  which  supplies  blood  to  small  intestines  except  upper  half  of  duodenum,  ascending  and  transverse  colon.  Its  possible  English  equivalent is superior mesenteric artery."
UMI-1481,Shiryan-i-Kulya,A branch of abdominal aorta which arises  below  the  superior  mesenteric  artery  and  supplies  blood  to  the  kidneys.  Two  in  numbers-left  and  right.  Its  possible  English equivalent is renal artery.
UMI-1482,Sharayin-i-Minsal,Long branches of abdominal aorta arise below  the  renal  artery  and  supply  gonads  (Testes  in  male & ovaries in female). Its possible English  equivalent is gonadal arteries.
UMI-1484,Shiryan Subati  Mushtarak Ayman,A  branch  of  innominate  artery.  Its  possible  English  equivalent  is  right  common carotid artery.
UMI-1485,Shiryan Subati  Zahir,A branch of common carotid artery which  gives  branches  in  the  face  and  head.  Its  possible  English  equivalent  is  external  carotid artery.
UMI-1486,Shiryan Subati  Batin,"A  branch  of  common  carotid  artery,  supplies  blood  to  the  meninges  brain  and  other  structures.  Its  possible  English  equivalent is internal carotid artery."
UMI-1487,Shiryan ‘Ayni,A  branch  of  internal  carotid  artery.  It  supplies the eye ball and contents of orbit.  Its  possible  English  equivalent  is  ophthalmic artery.
UMI-1488,Shiryan Ibti,"The artery is a continuation of subclavian,  at the outer border of first rib. Its possible  English equivalent is axillary artery."
UMI-1489,Shiryan ‘Adudi,Artery  of  the  arm.  Its  possible  English  equivalent is brachial artery.
UMI-1490,Shiryan Ku‘buri,One  of  the  terminal  branches  of  brachial  artery.  Its  possible  English  equivalent  is  radial artery.
UMI-1491,Shiryan Zandi,One  of  the  terminal  branches  of  brachial  artery.  Its  possible  English  equivalent  is  ulnar artery.
UMI-1492,Shiryan Zandi  Rusghi Muqaddam,The artery lies on the anterior side of the  wrist.  Its  possible  English  equivalent  is  anterior ulnar carpal artery.
UMI-1493,Shiryan Zandi  Rusghi Mu’akhkhar,The artery lies on the posterior side of the  wrist.  Its  possible  English  equivalent  is  posterior ulnar carpal artery.
UMI-1494,Sharayin Isba‘iyya,"The four arteries, arising from the palmer  arch.  Its  possible  English  equivalent  is  digital arteries."
UMI-1495,Sharayin  Khasiriyya  Mushtaraka,"th  lumbar  Abdominal aorta at the level of 4 vertebra  divides  into  two  terminal  branches,  right  and  left.  Its  possible  English  equivalent  is  common  iliac  arteries."
UMI-1497,Shiryan Khasiri  Zahir,"A  branch  of  common  iliac  artery,  descends  laterally  along  the  psoas  major  and  below  the  inguinal  ligament  where  it  becomes femoral artery. It provides blood  to  the  lower  abdominal  wall.  Its  possible  English equivalent is external iliac artery."
UMI-1498,Shiryan  Fakhidhi,A  continuation  of  external  iliac  artery  below the inguinal ligament. It is the main  arterial  supply  to  the  lower  limb.  Its  possible  English  equivalent  is  femoral  artery.
UMI-1499,Shiryan Gha’ir  Fakhidhi,A  large  branch  of  femoral  artery.  Its  possible  English  equivalent  is  profunda  femoral artery.
UMI-1500,Shiryan Ma’bidi,"A  continuation  of  femoral  artery,  in  the  popliteal  fossa.  Its  possible  English  equivalent is popliteal artery."
UMI-1501,Shiryan  Qasabi  Muqaddam,The  artery  is  an  anterior  branch  of  popliteal  artery.  Its  possible  English  equivalent is anterior tibial artery.
UMI-1502,Shiryan Zahr al- Qadam,The  artery  is  a  continuation  of  anterior  tibial  artery  at  the  ankle.  Its  possible  English  equivalent  is  dorsalis  pedis  artery.
UMI-1503,Shiryan Zahri  Ibhami Awwal,A  branch  of  dorsalis  pedis  artery  which  spreads  on  the  dorsal  and  lateral  side  of  the  toe.  Its  possible  English  equivalent  is  first dorsal metatarsal artery.
UMI-1504,Qaws Akhmas al- Qadam,First  dorsal  metatarsal  artery  (branch  of  dorsalis  pedis  artery)  which  joins  the  lateral  planter  artery  to  form  an  arch.  Its  possible  English  equivalent  is  plantar  arch.
UMI-1505,Shiryan Qasabi  Mua’khkhar,The artery is a branch of popliteal artery.  Its  possible  English  equivalent  is  posterior tibial artery.
UMI-1506,Shiryan Shazwi,A branch of the posterior tibial artery and  runs on the lateral side of leg. Its possible  English equivalent is peroneal artery.
UMI-1507,Shiryan Ka‘bi  Wahshi,The  artery  is  a  branch  of  anterior  tibial  artery lies on the lateral side of the ankle.  Its  possible  English  equivalent  is  lateral  malleolar artery.
UMI-1509,Shiryan Akhmasi  Wahshi,A  large  branch  of  posterior  tibial  artery  that runs along the lateral plantar nerve on  the lateral side and forms planter arch. Its  possible  English  equivalent  is  lateral  plantar artery.
UMI-1510,Sharayin Qataniyya,Arteries arising from the posterior surface  of the aorta at the level of vertebrae L1-L4  behind  the  quadratus  lumborum.  Its  possible  English  equivalent  is  lumbar  arteries.
UMI-1511,Shiryan Ri‘wi,Artery which carries blood from the heart  to  the  lungs.  Its  possible  English  equivalent is pulmonary artery.
UMI-1512,Shiryan Wajhi,"The main artery of the face, and a branch  of  external  carotid  artery.  Its  possible  English equivalent is facial artery."
UMI-1513,‘Uruq Sha‘riyya,Very  thin  vessels  which  are  junctions  between  the  end  of  arterioles  and  beginning  of  veins.  Its  possible  English  equivalent is capillaries.
UMI-1514,Awrida Sathiyya,Veins  found  below  the  skin.  Its  possible  English equivalent is superficial veins.
UMI-1515,Awrida Gha’ira,Veins that are found deep in the body and  run along the arteries. Its possible English  equivalent is deep veins.
UMI-1516,Awrida Murafiqa,Paired  veins  which  are  found  on  both  sides of small arteries. Its possible English  equivalent is venae comitans.
UMI-1517,‘Uruq al-‘Uruq,Arteries  which  provide  nutrition  to  the  vessels.  Its  possible  English  equivalent  is  vasa vasorum.
UMI-1518,Warid Wajhi,A  vein  formed  with  the  union  of  supratrochlear  and  supraorbital  veins.  Its  possible English equivalent is facial vein.
UMI-1519,Awrida Qalbiyya,Veins  present  in  the  heart.  These  veins  carry  the  cardiac  venous  blood  back  into  the  right  atrium.  Main  veins  are  seven  in  numbers.  Its  possible  English  equivalent  is cardiac veins.
UMI-1520,Warid al-Bab,A  vein  formed  by  union  of  splenic  and  superior  mesenteric  veins.  It  drains  the  blood  in  the  liver.  Its  possible  English  equivalent is portal vein.
UMI-1522,Warid-i-Qifal,The  preaxial  vein  of  upper  limb.  Its  possible  English  equivalent  is  cephalic  vein.
UMI-1523,Warid-i-Basaliq,A large superficial vein of the upper limb.  It lies on the medial side and terminates in  axillary  vein.  Its  possible  English  equivalent is basilic vein.
UMI-1524,Warid Ku‘buri,A lateral vein of the forearm. Its possible  English equivalent is radial vein.
UMI-1525,Warid Mutawassit,The  vein  which  connects  the  basilic  and  cephalic  vein  and  is  often  used  for  venesection. It lies in the cubital fossa. Its  possible  English  equivalent  is  median  cubital vein.
UMI-1526,Warid-i-Usaylim,"A  small  vein,  on  the  back  of  the  hand,  between  the  ring  and  little  finger.It  is  related  to  axillary  vein.  Venesection  of  this vein is very safe."
UMI-1527,Warid Ibti,A  large  vein  of  upper  limb  that  accompanies  axillary  artery.  Its  possible  English equivalent is axillary vein.
UMI-1528,Awrida Bayn al- Adla‘,Veins running in the intercostal spaces. Its  possible  English  equivalent  is  intercostal  veins.
UMI-1529,Warid Taht al- Tarquwa,"A  continuation  of  axillary  vein,  lies  in  front of the subclavian artery. Its possible  English equivalent is subclavian vein."
UMI-1530,Warid La Isma  Lahu,A  vein  formed  behind  the  strerno- clavicular  joint  by  the  union  of  internal  jugular  vein  and  subclavian  vein.  Its  possible English equivalent is innominate  or brachiocephalic vein.
UMI-1531,Warid-i-Widaj  Batin,The  main  vein  of  head  and  neck  which  drains  into  the  subclavian  vein.  Its  possible  English  equivalent  is  internal  jugular vein.
UMI-1532,Ajwaf A‘la,A  vein  formed  by  the  union  of  left  and  right brachieocephalic veins. It opens into  the  right  atrium.  Its  possible  English  equivalent is superior vena cava.
UMI-1533,Ajwaf Asfal,A large venous channel which collects the  blood from the lower half of the body and  terminates by opening in the right atrium.  Its  possible  English  equivalent  is  inferior  vena cava.
UMI-1535,Warid-i-Safin ‘Azim,A  large  superficial  vein  of  the  leg  and  thigh.  Its  possible  English  equivalent  is  great saphenous vein.
UMI-1536,Warid ‘Irq al-Nasa,"Superficial vein of leg that continues from  the  marginal  vein  behind  the  lateral  malleolus  and  passes  up  the  back  of  the  leg  to  the  knee  joint,  where  it  opens  into  the popliteal vein."
UMI-1537,Warid Ma’bidi,"One  of  the  deep  veins  of  leg,  formed  by  union  of  the  branches  of  the  anterior  and  posterior  tibial  veins.  At  the  adductor  hiatus  it  becomes  continuous  with  the  femoral  vein.  Its  possible  English  equivalent is popliteal vein."
UMI-1538,Warid Fakhidhi,"A direct continuation of the popliteal vein  at  adductor  hiatus  follows  the  course  of  the  femoral  artery,  and  at  the  inguinal  ligament  becomes  the  external  iliac  vein.  Its  possible  English  equivalent  is  femoral  vein."
UMI-1539,Warid Khasiri  Mushtarak,Vein  that  is  formed  by  the  union  of  the  external  iliac  and  the  internal  iliac  veins.  Its possible English equivalent is common  iliac vein.
UMI-1540,Warid Khasiri  Zahir,"A  continuation  of  the  femoral  vein,  joins  with  internal  iliac  vein  to  form  the  common  iliac  vein.  Its  possible  English  equivalent is external iliac vein."
UMI-1541,Awrida-i-Minsal,Present  in  the  abdomen  on  left  and  right  side. Left one drains the left pampiniform  plexus and empties into the left renal vein  and  right  one  empties  into  the  inferior  vena cava. Its possible English equivalent  is gonadal veins.
UMI-1542,Warid Masariqi  A‘la,Vein  that  follows  the  distribution  of  its  homonymous  artery  and  empties  into  the  splenic  vein  to  form  the  hepatic  portal  vein.  Its  possible  English  equivalent  is  superior mesenteric vein.
UMI-1543,Warid Masariqi  Asfal,Vein  that  follows  the  distribution  of  its  homonymous  artery  and  empties  into  the  splenic  vein  to  form  portal  vein.  Its  possible  English  equivalent  is  inferior  mesenteric vein.
UMI-1545,Warid Mi‘di,A  small  vein  which  runs  with  the  gastric  artery  from  left  to  right  of  the  stomach  and ends at the porta hepatis. Its possible  English equivalent is gastric vein.
UMI-1546,Awrida Kabidiyya,Several  veins  that  receive  blood  from  the  portal  vein  of  the  liver  and  drain  into  the  inferior vena cava on the posterior aspect  of  the  liver.  Its  possible  English  equivalent is hepatic veins.
UMI-1547,Warid Kulwi,Veins that collect blood from the capillary  network of the renal cortex. It opens in the  inferior vena cava slightly above the right  vein.  Its  possible  English  equivalent  is  renal vein.
UMI-1548,Awrida Hijabiyya,Veins  that  follow  the  homonymous  arteries.  Four  in  numbers;  two  upper  and  two  inferior.  Right  upper  drains  in  the  innominate  vein.  Left  upper  ends  in  the  internal  vein  of  breast  and  right  and  left  inferior  drains  the  blood  in  inferior  vena  cava  and  left  renal  vein.  Its  possible  English equivalent is phrenic veins.
UMI-1549,Awrida Mukhkhiyya,Veins serving the cerebral hemispheres of  the  brain.  Its  possible  English  equivalent  is cerebral veins.
UMI-1550,Awrida  Mukhaykhiyya,Veins which are found in the cerebellum.  Its  possible  English  equivalent  is  cerebellar vein.
UMI-1551,Awrida  Maninjisiyya,Veins  which  drain  the  dura  mater.  Its  possible  English  equivalent  is  meningeal  veins.
UMI-1552,Warid Sudghi,A vein formed with the joining of anterior  and posterior temporal veins. It lies in the  temporal  region.  Its  possible  English  equivalent is temporal vein.
UMI-1553,Warid-i-Surra,Vein  which  collects  purified  blood  from  the  placenta.  It  runs  upward  with  suspensory  ligament  reaches  the  liver  where  it  divides  into  small  branches.  Its  possible  English  equivalent  is  umbilical  vein.
UMI-1554,Sifaq,A  serous  membrane  lining  the  abdominal  cavity and covering the viscera. This term  is  common  to  aponeuorosis  and  peritoneum.  Its  possible  English  equivalent is peritoneum.
UMI-1556,Mi‘da,The  widest  part  of  the  digestive  tube.  Its  possible English equivalent is stomach.
UMI-1557,Thuqba al-Fu’ad,The upper orifice of the two orifices of the  stomach. Its possible English equivalent is  cardiac orifice.
UMI-1558,Thuqba al-Bawwab,The lower orifice of the two orifices of the  stomach. Its possible English equivalent is  pyloric orifice.
UMI-1559,Kham Saghir,The  upper  border  of  the  stomach.  Its  possible  English  equivalent  is  lesser  curvature.
UMI-1560,Kham Kabir,The  lower  border  of  the  stomach.  Its  possible  English  equivalent  is  greater  curvature.
UMI-1561,Batn,"The largest cavity of the human body. The  contents  of  the  cavity  are  digestive  organs,  liver,  pancreas,  spleen,  kidneys  etc.  Its  possible  English  equivalent  is  abdomen."
UMI-1562,Shikam,Same as Batn.
UMI-1563,Qism Urbi Aysar,"One  of  the  nine  regions  of  the  abdomen,  divided  for  the  purpose  of  describing  the  location  of  viscera  by  four  imaginary  planes, two horizontal and two vertical. Its  possible  English  equivalent  is  left  iliac  fossa."
UMI-1564,Qism Urbi Ayman,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  right  iliac fossa.
UMI-1565,Qism Qatani Aysar,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  left  lumbar region.
UMI-1566,Qism Surri,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  umbilical region.
UMI-1567,Qism Qatani Ayman,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  right  lumbar region.
UMI-1568,Qism Taht al- Ghadarif Aysar,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  left  hypochondrium.
UMI-1569,Qism Sharasifi,One  of  the  nine  regions  of  the  abdomen.  Its  possible  English  equivalent  is  epigastrium.
UMI-1571,Qism Khathli,One  of  the  nine  regions  of  the  abdomen.   Its  possible  English  equivalent  is  hypogastrium.
UMI-1572,Mari,"A  narrow  muscular  tube,  connecting  the  pharynx  with  the  stomach.    Its  possible  English equivalent is oesophagus."
UMI-1573,Simam Bawwabi,A valve which closes the pyloric opening  of  the  stomach  till  the  food  gets  digested  into  it.    Its  possible  English  equivalent  is  pyloric valve.
UMI-1574,Mi‘a’,"Part of the digestive system. These are of  two  types,  one  is  small  intestine  and  the  second  one,  large  intestine.  Its  possible  English equivalent is intestine."
UMI-1575,Am‘a’,The plural of Mi‘a’.
UMI-1576,Am‘a’ Diqaq,"The thin intestines which are divided into  three  parts,  namely  duodenum,  jejunum  and ileum.  Its possible English equivalent  is small intestine."
UMI-1577,Ithna Ashari,A part of small intestine that extends from  the pylorus to the duodeno-jejunal flexure.   Its  possible  English  equivalent  is  duodenum.
UMI-1578,Sa’im,It  constitutes  the  upper  two  fifths  of  the  mobile  part  of  the  small  intestine.    Its  possible English equivalent is jejunum.
UMI-1579,Lafa’ifi,It  constitutes  the  lower  three  fifths  of  the  mobile  part  of  the  small  intestine.  Its  possible English equivalent is ileum.
UMI-1580,Khamal,The  thin  prominences  found  on  the  surface of small intestine. They have rich  blood  supply.  Its  possible  English  equivalent is villi.
UMI-1581,Khumala,It  is  the  singular  of  Khamal.  Its  possible  English equivalent is villus.
UMI-1582,Ghudad Wahida,The  lymphatic  nodules  scattered  into  the  whole  length  of  the  small  intestine.  Its  possible  English  equivalent  is  solitary  lymphatic nodules.
UMI-1583,Ghudad Mujtami‘a,The patches formed due the accumulation  of  solitary  lymphatic  nodules  into  the  small  intestine.  Its  possible  English  equivalent  is  aggregated  lymphatic  nodules.
UMI-1585,A‘war,One  of  the  three  parts  of  the  large  intestine  and  lies  between  the  small  intestine  and  the  colon.    Its  possible  English equivalent is caecum.
UMI-1586,Za’ida Dudiyya,A worm like diverticulum arising from the  posteromedial  wall  of  the  caecum.    Its  possible  English  equivalent  is  vermiform  appendix.
UMI-1587,Simam Daqiqi  A‘wari,The  valve  found  at  the  junction  of  small  intestine  and  the  caecum.    Its  possible  English equivalent is ileocaecal valve.
UMI-1588,Qolon,The  part  of  the  large  intestine  extending  from  the  caecum  up  to  the  rectum.    Its  possible English equivalent is colon.
UMI-1589,Qolon Sa‘id,A part of the colon similar to the caecum.  It extends from the right iliac fossa to the  inferior  surface  of  the  right  lobe  of  the  liver.    Its  possible  English  equivalent  is  ascending colon.
UMI-1590,Qolon Musta‘rad,The  part  of  the  colon  which  lies  between  the  ascending  and  descending  colon  transversely.    Its  possible  English  equivalent is transverse colon.
UMI-1591,Ta‘rij Kabidi,A bent formed due to tilting of ascending colon  to  the  left.    Its  possible  English  equivalent  is  right colic flexure / hepatic flexure.
UMI-1592,Ta‘rij Tihali,A bent formed by the tilting of transverse  colon  towards  the  lower  side  near  the  spleen.  Its  possible  English  equivalent  is  left colic flexure / splenic flexure.
UMI-1593,Qolon Nazil,The  part  of  colon  that  extends  from  the  left colic flexure to the sigmoid colon. Its  possible English equivalent is descending  colon.
UMI-1594,Qolon Sini,"It  is  a  narrow  part  of  the  colon  and  is  similar to greek word (s). It is continuous  to  another  part  of  large  intestine,  i.e.,  rectum.  Its  possible  English  equivalent  is  sigmoid colon."
UMI-1595,Mi‘a’ Mustaqim,The  distal  part  of  the  large  intestine.  It  is  situated between the sigmoid colon above  and  the  anal  canal  below.    Its  possible  English equivalent is rectum.
UMI-1596,Maq‘ad,The lower part of the rectum forming the  terminal  part  of  the  large  intestine.    Its  possible English equivalent is anus.
UMI-1598,Tilli,Same as Tihal.
UMI-1599,Surra al-Tihal,A  depression  on  the  inferomedial  part  of  the gastric impression along the long axis  of  the  spleen.    Its  possible  English  equivalent is hilum.
UMI-1600,Ribatat-i-Kabid,"Five  ligaments  of  liver  namely  Ribat  Iklili  (coronary  ligament),  two  Arbita  Janibi  (triangular  ligaments)  right  and  left, the Ribat Minjali al-Shakl (falciform  ligament)  and  the  Tharb  Saghir  (lesser  omentum). Its possible English equivalent  is ligaments of liver."
UMI-1601,Zawa’id-i-Kabid,"Five  lobes  of  liver  viz.,  Za’ida  Yumna  (right  lobe),  Za’ida  Yusra  (left  lobe),  Za’ida  Murabba‘a  (quadrate  lobe),  Za’ida  Muthallatha  (caudate  lobe)  and  Za’ida  Dhanabiyya  (caudate  process).  Its  possible  English equivalent is hepatic lobes."
UMI-1602,Fusus al-Kabid,Same as Zawa’id-i-Kabid.
UMI-1603,Furjat al-Kabid,"Five  fissures  found  on  the  inferior  surface  of  the  liver,  dividing  it  into  the  lobes.  These  fissures are fissure for Furja Tuliyya / Furja-i- Ribat  Mustadir  (ligamentum  teres),    Furja-i- Majra Waridi / Furja al-Barbakh (fissure for  ligamentum  venosum),      Furja  Musta‘rida  /  Furja al-Bab (porta hepatis),  Furja-i-Marara  (fossa  for  gall  bladder)  and    Furja  Ajwaf  (groove  for  inferior  vena  cava).    Its  possible  English equivalent is fissures of liver."
UMI-1604,Marara,"A  sac  which  acts  as  a  reservoir  of  bile,  secreted  from  the  liver.  It  is  divided  into  the  Qa’  (fundus),  the  Jism  (body)  and  the‘Unuq  (neck).  Its  possible  English  equivalent is gall bladder."
UMI-1605,Pitta,Same as Marara.
UMI-1606,Majra-i-Kabid,A  duct  formed  by  the  union  of  right  and  left  hepatic  ducts.  Its  possible  English  equivalent is common hepatic duct.
UMI-1607,Majra-i-Marara,"A short duct, beginning at the neck of the  gall  bladder.    Its  possible  English  equivalent is cystic duct."
UMI-1608,Majra Safrawi  Mushtarak,A  duct  which  transfers  the  bile  from  the  liver and the  gall bladder to the intestine.   Its possible English equivalent is common  bile duct.
UMI-1610,Majra-i-Banqras,"A  duct,  which  runs  through  the  whole  length  of  the  pancreas.  It  opens  into  the  duodenum. Its possible English equivalent  is pancreatic duct."
UMI-1611,Kulyatayn,"The bean shaped paired excretory organs,  on  the  posterior  abdominal  wall.  Its  possible English equivalent is kidnies."
UMI-1612,Kulya,The singular of Kulyatayn.
